insert_date,co2x,o2xx,temp,humi,sensor_name
8/19/2022 7:37,881.0084,20.94372,29.44076,72.62268,test                          
8/19/2022 7:42,883.6802,20.94372,29.47013,72.51282,test                          
8/19/2022 7:47,876.3516,20.94372,29.48348,72.71881,test                          
8/19/2022 7:52,870.0713,20.94372,29.51286,72.67761,test                          
8/19/2022 7:57,859.6721,20.94728,29.51286,72.57233,test                          
8/19/2022 8:02,858.7014,20.94728,29.56893,72.64404,test                          
8/19/2022 8:07,862.9459,20.95085,29.61166,72.55402,test                          
8/19/2022 8:13,873.4977,20.95085,29.69444,72.20001,test                          
8/19/2022 8:18,882.7988,20.95085,29.72381,72.22443,test                          
8/19/2022 8:23,879.34,20.95085,29.72381,72.09015,test                          
8/19/2022 8:28,879.2667,20.95442,29.77989,71.94824,test                          
8/19/2022 8:33,875.542,20.95442,29.80927,71.75293,test                          
8/19/2022 8:38,861.3618,20.95442,29.84932,71.82007,test                          
8/19/2022 8:43,859.7848,20.95442,29.86534,71.6507,test                          
8/19/2022 8:48,867.2033,20.95442,29.87869,71.67053,test                          
8/19/2022 8:53,843.2438,20.95799,30.33265,70.401,test                          
8/19/2022 8:58,690.1783,20.96156,30.346,70.51086,test                          
8/19/2022 9:03,628.316,20.96646,30.4448,70.56122,test                          
8/19/2022 9:08,604.912,20.97003,30.50088,70.26062,test                          
8/19/2022 9:13,565.6292,20.97716,30.54627,70.1828,test                          
8/19/2022 9:18,539.3363,20.98073,30.6157,69.90814,test                          
8/19/2022 9:24,542.3898,20.98787,30.65842,69.56024,test                          
8/19/2022 9:29,573.7365,20.995,30.77059,69.17877,test                          
8/19/2022 9:34,573.1034,21.00214,30.75723,69.27185,test                          
8/19/2022 9:39,580.0082,21.00927,30.75723,69.11926,test                          
8/19/2022 9:44,573.403,21.01641,30.86939,68.24646,test                          
8/19/2022 9:49,581.9575,21.02355,31.01091,68.27698,test                          
8/19/2022 9:54,587.883,21.02578,31.14176,67.51862,test                          
8/19/2022 9:59,568.9759,21.03292,31.22453,66.28113,test                          
8/19/2022 10:04,548.9329,21.03648,31.22453,66.03851,test                          
8/19/2022 10:09,549.7509,21.04005,31.32334,65.271,test                          
8/19/2022 10:14,538.6434,21.04362,31.39544,65.32593,test                          
8/19/2022 10:19,537.1417,21.04719,31.45152,64.22577,test                          
8/19/2022 10:24,535.8224,21.05076,31.5343,63.50708,test                          
8/19/2022 10:29,523.5297,21.05432,31.63577,63.65814,test                          
8/19/2022 10:35,521.9741,21.05432,31.66514,63.3255,test                          
8/19/2022 10:40,526.7825,21.05655,31.65179,62.82501,test                          
8/19/2022 10:45,525.9278,21.06369,31.74792,62.65717,test                          
8/19/2022 10:50,542.2405,21.06369,31.76395,63.07831,test                          
8/19/2022 10:55,527.2065,21.06726,31.82002,62.45575,test                          
8/19/2022 11:00,516.0441,21.07841,31.88945,62.43744,test                          
8/19/2022 11:05,519.4156,21.08956,31.88945,62.7655,test                          
